# [ 1] = time [s]
# [ 2] = dt [s]
# [ 3] = temperature [GK]
# [ 4] = density [g / cm^3]
# [ 5] = entropy [kb / baryon]
# [ 6] = specific heating rate [erg / s / g]
# [ 7] = Ye []
# [ 8] = neutron abundance []
# [ 9] = proton abundance []
# [10] = alpha abundance []
# [11] = Average A []
# [12] = Average A for A >= 12 []
# [13] = total mass fraction of 2 <= A <= 11 []
# [14] = total mass fraction of 12 <= A <= 119 []
# [15] = total mass fraction of 120 <= A <= 249 []
# [16] = total mass fraction of 250 <= A []
# [17] = total abundance of 2 <= A <= 11 []
# [18] = total abundance of 12 <= A <= 119 []
# [19] = total abundance of 120 <= A <= 249 []
# [20] = total abundance of 250 <= A []
# [21] = total mass fraction of Lanthanides (58 <= Z <= 71) []
# [22] = total mass fraction of Actinides (90 <= Z <= 103) []
# [23] = total abundance of Lanthanides (58 <= Z <= 71) []
# [24] = total abundance of Actinides (90 <= Z <= 103) []
    0.000000000000000e+00     0.000000000000000e+00     1.000000000000000e+01     1.685088340242855e+07     2.999999999999925e+01     0.000000000000000e+00     3.350000000000226e-01     4.917855641435003e-01     1.617879021778127e-01     8.654467681329416e-02     1.350913098123200e+00     1.203018598442278e+01     3.464265248633005e-01     8.815387446554904e-09     4.294564746632473e-83     0.000000000000000e+00     8.666659826860861e-02     7.327723326945620e-10     3.575811781526799e-85     0.000000000000000e+00    2.486605906138066e-102     0.000000000000000e+00    1.899313490580049e-104     0.000000000000000e+00
    1.000000000000000e-12     1.000000000000000e-12     9.999999999442506e+00     1.685088339962006e+07     2.999999999999915e+01     4.153464406505996e+14     3.350000000000231e-01     4.917855641434997e-01     1.617879021778133e-01     8.654467681329416e-02     1.350913098123200e+00     1.203018598442277e+01     3.464265248633005e-01     8.815387446554900e-09     4.552641985941441e-55     0.000000000000000e+00     8.666659826860861e-02     7.327723326945619e-10     3.793868080035972e-57     0.000000000000000e+00     4.738022103057810e-69     0.000000000000000e+00     3.334977586155844e-71     0.000000000000000e+00
    3.000000000000000e-12     2.000000000000000e-12     9.999999998327553e+00     1.685088339400310e+07     2.999999999999912e+01     4.153403240307623e+14     3.350000000000242e-01     4.917855641434986e-01     1.617879021778144e-01     8.654467681329416e-02     1.350913098123200e+00     1.203018598442277e+01     3.464265248633005e-01     8.815387446554895e-09     1.467177643357544e-50     0.000000000000000e+00     8.666659826860861e-02     7.327723326945616e-10     1.194152133015344e-52     0.000000000000000e+00     6.695112888970899e-53     0.000000000000000e+00     5.311334095131006e-55     0.000000000000000e+00
    7.000000000000000e-12     4.000000000000000e-12     9.999999996097653e+00     1.685088338276918e+07     2.999999999999916e+01     4.152969973282244e+14     3.350000000000264e-01     4.917855641434964e-01     1.617879021778166e-01     8.654467681329416e-02     1.350913098123200e+00     1.203018598442278e+01     3.464265248633005e-01     8.815387446554890e-09     8.120541576708427e-51     0.000000000000000e+00     8.666659826860861e-02     7.327723326945609e-10     6.466597927854687e-53     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00
    1.500000000000000e-11     8.000000000000000e-12     9.999999991638788e+00     1.685088336030134e+07     2.999999999999909e+01     5.221776046458566e+17     3.350000000000309e-01     4.917855641431892e-01     1.617879021775168e-01     8.654467681344771e-02     1.350913098124032e+00     1.203018598429463e+01     3.464265248639075e-01     8.815387440798603e-09     7.178539259239395e-45     0.000000000000000e+00     8.666659826875961e-02     7.327723322238796e-10     5.570344736225117e-47     0.000000000000000e+00     1.738781506964323e-45     0.000000000000000e+00     1.229535237203402e-47     0.000000000000000e+00
    3.100000000000000e-11     1.600000000000000e-11     9.999999982723395e+00     1.685088331536565e+07     2.999999999999912e+01     1.155374320457300e+18     3.350000000000399e-01     4.917855641418224e-01     1.617879021761710e-01     8.654467681412345e-02     1.350913098127745e+00     1.203018598406547e+01     3.464265248666200e-01     8.815387534516243e-09     9.850024608672094e-45     0.000000000000000e+00     8.666659826943809e-02     7.327723400280452e-10     7.956057681376088e-47     0.000000000000000e+00     1.479161249612158e-46     0.000000000000000e+00     1.072251680575931e-48     0.000000000000000e+00
    6.299999999999999e-11     3.200000000000000e-11     9.999999964903974e+00     1.685088322549427e+07     2.999999999999906e+01     2.709499429579458e+18     3.350000000000576e-01     4.917855641354119e-01     1.617879021698242e-01     8.654467681728846e-02     1.350913098145195e+00     1.203018598363518e+01     3.464265248793771e-01     8.815387608094226e-09     4.246016185497108e-45     0.000000000000000e+00     8.666659827263329e-02     7.327723461703678e-10     3.346577872609019e-47     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00     0.000000000000000e+00
    1.270000000000000e-10     6.400000000000000e-11     9.999999929305050e+00     1.685088304575152e+07     2.999999999999913e+01     5.440037786619289e+18     3.350000000000934e-01     4.917855641098436e-01     1.617879021443571e-01     8.654467683003088e-02     1.350913098215054e+00     1.203018598334163e+01     3.464265249304124e-01     8.815387684763506e-09     2.830594354736586e-44     0.000000000000000e+00     8.666659828538903e-02     7.327723525613238e-10     2.268129659820861e-46     0.000000000000000e+00     1.051979584340487e-46     0.000000000000000e+00     8.348945304150129e-49     0.000000000000000e+00
    2.549999999999999e-10     1.280000000000000e-10     9.999999858305010e+00     1.685088268626602e+07     2.999999999999923e+01     1.219320920169798e+19     3.350000000001648e-01     4.917855639937763e-01     1.617879020285634e-01     8.654467688701410e-02     1.350913098530763e+00     1.203018598238847e+01     3.464265251622730e-01     8.815388020815435e-09     7.337916332888521e-44     0.000000000000000e+00     8.666659834425565e-02     7.327723805534411e-10     5.958580341385642e-46     0.000000000000000e+00     3.994799084721108e-46     0.000000000000000e+00     3.170302427229424e-48     0.000000000000000e+00
    5.110000000000000e-10     2.560000000000000e-10     9.999999717003176e+00     1.685088196729504e+07     2.999999999999925e+01     2.414212695895243e+19     3.350000000003076e-01     4.917855635394060e-01     1.617879015746629e-01     8.654467711321612e-02     1.350913099772566e+00     1.203018598068959e+01     3.464265260705433e-01     8.815388645715435e-09     1.309987595681655e-42     0.000000000000000e+00     8.666659857207383e-02     7.327724326012559e-10     1.045307345538306e-44     0.000000000000000e+00     7.227511322053697e-46     0.000000000000000e+00     5.735807272122190e-48     0.000000000000000e+00
